Occupancy,DamageLevel,DamageType,FloodDepth,assessment_level,water_location,Latitude,Longitude,BldgValue,EstLoss,owner_renter,insurance_yesno
single_family,Affected,Non-Flood,,Affected,,26.639658601000065,-81.6648758766161,204906.0,30735.899999999998,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.54577967700004,-81.57484913458686,158810.0,39702.5,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.639919295000027,-81.66493994793984,70254.0,10538.1,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.634343235000074,-81.64969966071867,156606.0,23490.899999999998,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.624718870000038,-81.76161079889856,328050.0,49207.5,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.68181425000006,-81.66545426720968,164540.0,41135.0,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.640340554000034,-81.6651866276363,155364.0,23304.6,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.706800346000023,-81.75607008218884,120625.0,30156.25,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.599425662000044,-81.6064078371497,145161.0,21774.15,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.650002605000054,-81.56726828129908,240731.0,36109.65,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.624872340000024,-81.76153131695561,160533.0,40133.25,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.726990321000073,-81.82572780827772,419566.0,104891.5,unknown,Unknown
single_family,Major,Non-Flood,,Major,,26.624693927000067,-81.76159894797688,328050.0,164025.0,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.550608262000026,-81.67208561370774,187891.0,46972.75,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.547008223000034,-81.57416614645307,134036.0,33509.0,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.640161372000023,-81.5687199968699,204568.0,30685.199999999997,owner,Unknown
single_family,Affected,Non-Flood,,Affected,,26.64055746500003,-81.66390908980681,172492.0,25873.8,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.676112725000053,-81.65948529577824,142267.0,35566.75,owner,Unknown
single_family,Affected,Non-Flood,,Affected,,26.64288448900004,-81.66110193791667,123164.0,18474.6,unknown,Unknown
single_family,Minor,Flood,24.0,Minor,living_area,26.723193413000047,-81.7126689920008,233100.0,58275.0,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.683232201000067,-81.59707605913145,119234.0,29808.5,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.651183158000038,-81.5673673017426,225183.0,33777.45,owner,Unknown
single_family,Affected,Non-Flood,,Affected,,26.64086217600004,-81.64905478058166,202318.0,30347.699999999997,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.707421631000045,-81.7558849620133,71123.0,17780.75,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.63909230400003,-81.66362532207837,92831.0,13924.65,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.634300197000073,-81.64747272874462,72513.0,10876.949999999999,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.63901238300008,-81.66293192709699,132101.0,19815.149999999998,unknown,Unknown
multi_family,Affected,Non-Flood,,Affected,,26.62398982700006,-81.76111162035028,101033.0,15154.949999999999,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.63264748100005,-81.64768312869744,260615.0,39092.25,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.593305634000046,-81.61147711134402,189976.0,28496.399999999998,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.597921211000028,-81.6504933281706,131864.0,19779.6,unknown,Unknown
single_family,Major,Flood,36.0,Major,living_area,26.72313936000006,-81.71396127986785,172646.0,86323.0,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.703657461000034,-81.75599160869942,71523.0,17880.75,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.682145234000075,-81.6667419687523,,,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.70668063200003,-81.7560781472269,127181.0,31795.25,unknown,Unknown
single_family,Major,Flood,32.0,Major,living_area,26.723150797000073,-81.71428798542009,218213.0,109106.5,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.593283134000046,-81.61131050720391,149634.0,22445.1,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.681281915000056,-81.66657317359956,116862.0,17529.3,unknown,Unknown
multi_family,Minor,Non-Flood,,Minor,,26.623994026000048,-81.76073384609766,,,unknown,Unknown
single_family,Major,Flood,36.0,Major,living_area,26.723104415000023,-81.71462708938013,240277.0,120138.5,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.673732994000034,-81.66023681301432,135330.0,20299.5,owner,Unknown
multi_family,Affected,Non-Flood,,Affected,,26.624794096000073,-81.76063917134863,135366.0,20304.899999999998,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.548382068000024,-81.56871178634238,144486.0,21672.899999999998,unknown,Unknown
single_family,Major,Flood,36.0,Major,living_area,26.723622963000025,-81.71499253904165,202993.0,101496.5,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.59298760200005,-81.61754299030525,81309.0,12196.35,owner,Yes
multi_family,Affected,Non-Flood,,Affected,,26.62514260200004,-81.76052242259688,143744.0,21561.6,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.64467804800006,-81.56927411072132,143901.0,21585.149999999998,unknown,Unknown
single_family,Minor,Flood,3.0,Minor,living_area,26.722747886000036,-81.71299738369193,162518.0,40629.5,unknown,Unknown
single_family,Major,Flood,36.0,Major,living_area,26.72326398200005,-81.71536536698979,192072.0,96036.0,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.63506414300008,-81.65604896186382,123338.0,18500.7,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.59928085200005,-81.61300266057941,179711.0,26956.649999999998,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.71711166700004,-81.60620943535218,150313.0,22546.95,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.547849433000067,-81.56593290128995,213357.0,32003.55,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.64495714800006,-81.56927269028424,222329.0,33349.35,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.63817590800005,-81.66340534739477,180882.0,27132.3,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.679275236000024,-81.60866627453541,,,unknown,Unknown
single_family,Major,Flood,36.0,Major,living_area,26.72304955900006,-81.71546272224944,154896.0,77448.0,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.638185383000064,-81.66414428685687,152708.0,22906.2,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.722745376000034,-81.71339472585565,190457.0,47614.25,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.71634540100007,-81.60750198330462,42124.0,6318.599999999999,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.59879056500006,-81.61098908312071,128760.0,32190.0,unknown,Unknown
multi_family,Affected,Non-Flood,,Affected,,26.626758636000034,-81.75942840218848,129175.0,19376.25,unknown,Unknown
single_family,Minor,Flood,6.0,Minor,living_area,26.722858105000057,-81.71557035598275,304395.0,76098.75,owner,Unknown
single_family,Minor,Non-Flood,,Minor,,26.54941449200004,-81.66876484920623,94003.0,23500.75,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.636094658000047,-81.57144522565125,108471.0,27117.75,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.678750364000052,-81.6081080583935,130989.0,32747.25,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.638641157000052,-81.66534744796837,133734.0,20060.1,unknown,Unknown
single_family,Minor,Flood,3.0,Minor,living_area,26.723159735000024,-81.71358275031365,346164.0,86541.0,unknown,Unknown
single_family,Major,Flood,78.0,Major,"living_area,non_essential",26.384600120000073,-81.83253553781311,246473.0,123236.5,owner,Unknown
single_family,Minor,Non-Flood,,Minor,,26.680419708000045,-81.66682839,106831.0,26707.75,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.707318228000076,-81.75415868204442,116718.0,29179.5,unknown,Unknown
single_family,Major,Flood,36.0,Major,living_area,26.722480690000054,-81.71589054763682,118279.0,59139.5,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.679283590000068,-81.60812037212058,150482.0,37620.5,unknown,Unknown
multi_family,Minor,Non-Flood,,Minor,,26.62656417100004,-81.76002181960797,121662.0,30415.5,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.638086972000053,-81.66793221687556,180781.0,27117.149999999998,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.715108188000045,-81.6046360009157,59597.0,8939.55,unknown,Unknown
single_family,Major,Flood,76.0,Major,"living_area,non_essential",26.38407528700003,-81.8323678997496,360271.0,180135.5,unknown,Unknown
single_family,Minor,Flood,6.0,Minor,living_area,26.722213486000044,-81.71601319106965,186233.0,46558.25,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.685722716000043,-81.5937217891187,129437.0,32359.25,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.64908970600004,-81.56935098652109,158647.0,23797.05,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.678757777000044,-81.60809861630919,143939.0,21590.85,unknown,Unknown
single_family,Minor,Flood,,Minor,living_area,26.722743025000057,-81.713609893187,75772.0,18943.0,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.704766879000033,-81.75209904574832,108902.0,27225.5,unknown,Unknown
multi_family,Minor,Non-Flood,,Minor,,26.704261640000027,-81.75201468269645,250583.0,62645.75,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.63465530800005,-81.57360622732602,80610.0,12091.5,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.68038543700004,-81.66705883546561,112517.0,16877.55,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.64999032000003,-81.56935237158122,156523.0,23478.45,unknown,Unknown
multi_family,Minor,Flood,4.0,Minor,"living_area,non_essential",26.722731628000076,-81.71387053500605,172825.0,43206.25,unknown,Unknown
multi_family,Affected,Non-Flood,,Affected,,26.624748860000068,-81.75994933280292,102183.0,15327.449999999999,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.588235691000023,-81.6237000011018,185293.0,27793.95,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.65186843200007,-81.56884560758681,127207.0,19081.05,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.68529368800006,-81.59428496919307,438518.0,109629.5,unknown,Unknown
multi_family,Minor,Flood,4.0,Minor,"living_area,non_essential",26.722728110000048,-81.71413161863167,143310.0,35827.5,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.631380440000044,-81.57276892805537,179187.0,44796.75,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.679959348000068,-81.66678743085072,148130.0,37032.5,unknown,Unknown
multi_family,Minor,Non-Flood,,Minor,,26.59609576400004,-81.7402246,185738.0,46434.5,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.54765548000006,-81.66803028639086,69830.0,17457.5,owner,No
multi_family,Affected,Non-Flood,,Affected,,26.624129889000073,-81.7598249101121,142317.0,21347.55,unknown,Yes
single_family,Affected,Non-Flood,,Affected,,26.648533629000042,-81.56935990264274,167164.0,25074.6,unknown,Unknown
multi_family,Minor,Non-Flood,,Minor,,26.62356928400004,-81.759775541657,121887.0,30471.75,unknown,Unknown
single_family,Major,Flood,36.0,Major,living_area,26.72194498600004,-81.71616372448271,154636.0,77318.0,unknown,Unknown
single_family,Major,Flood,76.0,Major,"living_area,non_essential",26.384124908000047,-81.83260066520079,266993.0,133496.5,unknown,Unknown
single_family,Major,Flood,24.0,Major,living_area,26.721682947000033,-81.71625311098138,143114.0,71557.0,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.637656410000034,-81.6735537337958,145734.0,21860.1,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.63165751200006,-81.5743062000602,175381.0,26307.149999999998,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.65599701800005,-81.568845722781,119823.0,17973.45,unknown,Unknown
single_family,Minor,Flood,36.0,Minor,living_area,26.72157683000006,-81.71576684018008,176366.0,44091.5,unknown,Unknown
multi_family,Minor,Flood,4.0,Minor,"living_area,non_essential",26.722728821000032,-81.71442085807057,186730.0,46682.5,unknown,Unknown
single_family,Major,Non-Flood,,Major,,26.71404123600007,-81.60065440993762,75487.0,37743.5,owner,Yes
multi_family,Major,Flood,43.0,Major,living_area,26.33421930800006,-81.8289509331011,190168.0,95084.0,unknown,Unknown
multi_family,Affected,Non-Flood,,Affected,,26.623183551000068,-81.75977321509735,134089.0,20113.35,unknown,Unknown
multi_family,Minor,Flood,3.0,Minor,"living_area,non_essential",26.72271204900005,-81.7146955190395,201539.0,50384.75,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.70504068100007,-81.75347926952048,110342.0,27585.5,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.70375882600007,-81.75482364573433,126260.0,31565.0,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.599461693000023,-81.63082067927209,85500.0,12825.0,unknown,Unknown
single_family,Major,Flood,67.0,Major,living_area,26.334296505000054,-81.8299096551863,327419.0,163709.5,unknown,Unknown
multi_family,Minor,Non-Flood,,Minor,,26.622802396000054,-81.75983046938143,116409.0,29102.25,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.753463451000073,-81.8561739749028,130262.0,32565.5,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.636068185000056,-81.57403313029658,149579.0,22436.85,unknown,Unknown
multi_family,Minor,Flood,3.0,Minor,"living_area,non_essential",26.722623334000048,-81.71500673915531,171770.0,42942.5,unknown,Unknown
multi_family,Minor,Non-Flood,,Minor,,26.592826913000067,-81.7350446,174713.0,43678.25,unknown,Unknown
multi_family,Major,Flood,73.0,Major,living_area,26.333751514000028,-81.83047509837452,117648.0,58824.0,unknown,Unknown
single_family,Minor,Flood,,Minor,"living_area,non_essential",26.722491786000035,-81.71520251554777,83533.0,20883.25,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.705454788000054,-81.75533307723141,120630.0,30157.5,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.59933220000005,-81.64454269299495,64385.0,9657.75,unknown,Unknown
single_family,Major,Flood,73.0,Major,"living_area,non_essential",26.384115688000065,-81.83287819001492,129023.0,64511.5,unknown,Unknown
single_family,Major,Flood,76.0,Major,living_area,26.335482419000073,-81.82948477651435,112217.0,56108.5,unknown,Unknown
multi_family,Affected,Non-Flood,,Affected,,26.623140419000038,-81.75956709197028,,,unknown,Unknown
single_family,Major,Flood,36.0,Major,living_area,26.721738517000063,-81.71556463513177,0.0,0.0,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.70728778800003,-81.75553320694512,77311.0,19327.75,owner,Unknown
single_family,Major,Flood,73.0,Major,living_area,26.336231551000026,-81.8331603248758,136149.0,68074.5,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.648264976000064,-81.56643369225463,134006.0,20100.899999999998,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.636740409000026,-81.6752861974674,120972.0,18145.8,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.598700569000073,-81.60419722389031,135663.0,33915.75,unknown,Unknown
single_family,Minor,Flood,3.0,Minor,"non_essential,living_area",26.722440704000064,-81.7152782747841,88699.0,22174.75,unknown,Unknown
single_family,Major,Non-Flood,,Major,,26.679568565000068,-81.6649084958359,163441.0,40860.25,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.636731018000035,-81.67524185132372,120972.0,18145.8,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.64578213300007,-81.56646853569414,185102.0,27765.3,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.63107592700004,-81.57546461271518,128897.0,19334.55,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.59869698500006,-81.60386942979335,224106.0,33615.9,unknown,Unknown
single_family,Major,Non-Flood,,Major,,26.623260135000066,-81.76208073990527,288449.0,144224.5,unknown,Unknown
single_family,Major,Flood,86.0,Major,living_area,26.333082051000076,-81.82770462791795,76566.0,38283.0,unknown,Unknown
single_family,Major,Non-Flood,,Major,,26.715064389000077,-81.60884771541195,53364.0,26682.0,unknown,Unknown
single_family,Major,Flood,74.0,Major,"living_area,non_essential",26.384579039000073,-81.83306544173185,164977.0,82488.5,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.679279532000066,-81.60768978699012,141375.0,21206.25,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.636742800000036,-81.67499905267223,115023.0,17253.45,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.705528896000033,-81.75425017621316,322104.0,80526.0,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.67932133000005,-81.60440913476255,158524.0,23778.6,unknown,Unknown
single_family,Minor,Flood,3.0,Minor,"living_area,non_essential",26.722276436000072,-81.71543074463308,117184.0,29296.0,unknown,Unknown
single_family,Major,Flood,77.0,Major,living_area,26.332550471000047,-81.83042346585096,227392.0,113696.0,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.68274881600007,-81.59215152337782,,,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.639094272000023,-81.5758176248408,62628.0,9394.199999999999,unknown,Unknown
single_family,Major,Flood,77.0,Major,"living_area,non_essential",26.384562276000054,-81.83334380473633,197014.0,98507.0,unknown,Unknown
single_family,Major,Flood,65.0,Major,living_area,26.337041337000073,-81.818800011689,140392.0,70196.0,unknown,Unknown
