OBJECTID,Project Name,Status,Area,Type,Record Number,GlobalID,Description 1,Description 2,Construction Value ($)
484,Daniels Apartments,Development Order,Gateway/Airport,Residential,DOS2022-00137,06f0fdb6-a9bd-42ce-80f7-9ab12f35b5e0,"Approved for one four-story multi-family building with a maximum of 38 dwelling units, one four-story multi-family building with a maximum of 52 dwelling units, one four-story multi-family building with a maximum of 52 dwelling units, one four-story multi-family building with a maximum of 84 dwelling units, one four-story multi-family building with a maximum of 140 dwelling units, one four-story multi-family building with a maximum of 59 dwelling units, one four-story multi-family building with a maximum of 59 dwelling units, one four-story multi-family building with a maximum of 92 dwelling units, one maximum 2,587-SF one-story mail building, & one maximum 1,191-SF one-story maintenance building, on an approximate 53.99-acre site with direct access to Daniels Pkwy.",,
486,13811 Metropolis Avenue,Permitting,South Fort Myers,Commercial,DOS2022-00142,2d22e558-a110-4edc-a75f-e487370de5e9,"The applicant proposes the development of this parcel into a two-story 9,581 square feet building - (4,266 SF in the first floor and 5,315 SF in the second floor) with associated surface parking, landscaping, storm water detention, and utility infrastructure.",,
487,Metro Parkway Mini Storage,Permitting,Fort Myers,Commercial,DOS2022-00143,cc41b96a-9d39-42f9-804c-9c3be0752494,"Proposed construction of a 6 building mini storage facility with associated landscaping, drainage, and utilities.",,
488,Lee Corners,Planning/Zoning,Lehigh Acres,Commercial,REZ2022-00019,1ab6eafd-974f-440f-91dc-984ff0292c1c,Conventional rezoning for nine (9) parcels making up ±2.80-acres from CPD (Commercial Planned Development) and RS-1 (Residential) to CG (General Commercial).,,
489,The Villages at Gulf Coast,Complete,San Carlos,Residential,DOS2021-00125,43531cad-1f5e-485f-b8f7-61e669acb0ab,"Approved for the single-phase construction of infrastructure to support 80 single-family detached dwelling units [unplatted] and 60 two-family attached dwelling units [unplatted] on a 16.17-acre site with direct access to Centerplace Boulevard, related site grading, and other improvements including constructing/installing with the required permits.",,
490,North Fort Myers Rick Johnson,Construction,North Fort Myers,Commercial,DOS2021-00051,504f6169-e045-4a9b-8c52-960337393422,"Approved for the single-phase construction of infrastructure to support a 7,040-SF 8-service-bay single-story single-tenant commercial building for use as an auto repair and tire store on a 1.18-acre site with direct access to North Fork Drive.",,
491,Esplanade Lake Club Phase Four,Construction,San Carlos,Residential,DOS2020-00138,2f260d20-04b9-4280-847e-a25b9943d43b,"Approved for a 210-lot platted subdivision and the Phase 4 construction of infrastructure to support 122 two-family attached dwelling units [Lots 400 to 521] and 88 single-family detached dwelling units [Lots 522 to 609] on a 53.38-acre site with direct access to Canal Grande Drive, Corsini Drive, and Terracina Drive.",,
492,Venetian at Esplanade Lake Club,Complete,San Carlos,Residential,DOS2021-00049,952c14e6-34f6-4a79-b03f-377ce8f875df,Approved for the construction of infrastructure to support 104 low-rise multi-family dwelling units in 13 2-story (8 units each building) commercial buildings on a 12.42-acre site with direct access to Esplanade Lake Club Boulevard which offers a full access connection onto Alico Road.,,
494,Tesla Collision Center,Complete,Gateway/Airport,Commercial,COM2022-01017,14b65bd1-ccf0-4c78-96b9-b874e7b36e81,"Buildout, remodel and exterior work of commercial building approved for an up to 52,000 sq ft repair and service center with access to Lee Road.",,
495,Daniels Town Square MPD,Planning/Zoning,Daniels Parkway,Mixed Use,DCI2022-00059,ae16c9cb-adf4-4c7c-b5f8-da3ecb7a05ad,"Rezoning of 66.2+/- acres from CPD, AG-2 and Commercial Tourist (CT) to Mixed-use Planned Development (MPD) to allow up to 500,000 square feet of Non-Residential uses (Retail: Max 500,000 sf including Hotel: Max 300 rooms); and up to 1,456 Residential dwelling units (927 base density units and 529 bonus density units) made up of Multi-family and Senior Housing (ALF, Continuing Care, Independent Living).","DOS2023-00085 -1st phase of a multi-phase project and proposes a 400-unit multi-family building with Clubhouse and Amenity Center with associated parking stalls, driveways, landscaping, lighting, utilities, and stormwater infrastructure. The remaining is proposed to be cleared and graded to prepare for future phases of the development.",
497,Kelly Road RPD,Planning/Zoning,Iona/McGregor,Residential,DCI2022-00044,ace5d4dc-67c2-49e4-91dc-a18f92ba475a,"Rezone property from RM-10 to RPD to permit multi-family, townhome, duplex and two-family attached development.",,
498,Kingston Street RPD,Planning/Zoning,Lehigh Acres,Residential,DCI2022-00046,85f8cedf-3084-4c32-adbf-aed92ee51fe5,Request to rezone a 12.9 acre property from CPD and RS-1 to RPD to allow for the development of a multi-family community.,,
499,7-Eleven Palm Beach CPD,Planning/Zoning,Northeast Lee County,Commercial,DCI2022-00047,ddd5fa4d-a360-482e-b77d-529bc1302811,Rezone 3.4+/- acres from AG-2 to CPD to develop a 7-Eleven convenience food and beverage store with 8 MPD with 16 fueling positions and 4 MPD with 3 diesel fueling positions.,,
500,Onda Multi-Family Residential ,Development Order,North Fort Myers,Residential,DOS2024-00056,172bd874-7d95-4e34-ad95-bbfba9e31163,Request to rezone 9.13± acres from commercial (C-1) and residential (RS-1) to Residential Planned Development to allow for up to 180 unit multi-family dwelling units. ,,
501,Santoyo Truck Parts and Sales,Development Order,San Carlos,Commercial,DOS2025-00016,0eccda96-8b82-4cbe-a4d2-368407e9afe9,"Proposed construction of a 10,000 SF parts building and a 7,000 SF sales/repair building with related access, parking, utilities, water management and landscaping.",,
502,Premier Airport Park Parcels 6 - 9,Permitting,Gateway/Airport,Industrial,DOS2021-00004,5ba6aecd-bd25-4fd0-9e13-148013b8abdf,"Approved for the five-phase construction [Phases 6-9] of infrastructure to support a total combined maximum 440,028-SF single-story commercial seven-building area for an industrial use [Building 6A: 92,431-SF; Building 6B: 126,950-SF; Building 7A: 93,287-SF; Building 7B: 92,052-SF; Building 8: 35,308-SF] and a total combined maximum 160,000-SF single-story commercial two-building area for a general non-dental/-medical office use [Building 9A/9B: 80,000-SF each] on a 53.3-acre site with direct access to Premiere Airport Pkwy and Premiere Park Drive, related site grading, and other improvements.",,
503,BBX Logistic at Oriole Road,Construction,Gateway/Airport,Industrial,DOS2022-00146,9ce1203b-e4c3-4c1f-a9df-ef95ca9e0100,"Approved for the single-phase construction of infrastructure to support one maximum 23,835-SF single-story commercial building for a processing and warehousing use on an approximate 13.55-acre site with direct access to Oriole Rd.",,
504,AFCO RSW Air Freight Facility,Construction,Gateway/Airport,Commercial,DOS2022-00147,3fa9ba8d-69c4-41a8-86c6-2b3c941ef78f,"This project involves the construction of a 28,000 s.f. cargo handling facility with associated loading dock, parking, equipment handling area, and utilities. The project is being built on Southwest International Airport and the area will be leased to the owner.",,
506,Whispering Lakes II,Development Order,Lehigh Acres,Residential,DOS2022-00148,2e2ed83c-28f2-4d4f-85c1-97a4a878315d,Approved for the two-phase construction of infrastructure to support 290 single-family detached dwelling units [Lots 1 to 290] on a 77.73-acre site with direct access to Sunrise Boulevard and Charwood Avenue South.,,
507,Hemedtropolis,Development Order,South Fort Myers,Commercial,DOS2022-00151,8eab5695-110f-4213-b6b6-92915bb9b83a,"New Construction of a 5,516 sq ft Medical Office Building.",,
508,Classic Ultra Storage,Permitting,Gateway/Airport,Commercial,DOS2022-00152,ff44e2d9-d7c0-4122-b437-cbd79ab2733d,"17 ""warehouse, hybrid"" units in two buildings, associated parking, landscaping and drainage facilities",,
509,Winkler & Gladiolus,Development Order,Iona/McGregor,Residential,DOS2023-00144,d53248b0-c5f5-4465-ab72-e6a1be0f6a2c,"Single-phase construction of infrastructure to support 386 multi family dwelling units(386 dwelling units consisting of 185 standard density units, up to 124 affordable housing units to be reserved for eligible moderate and workforce income households, and 77 market rate grey water technologies bonus units) on a site with direct access to Gladiolus Dr. and Winkler Rd",,
510,ITEC Tract I,Complete,Gateway/Airport,Commercial,DOS2022-00154,a8f9aedb-42b2-4ba3-b44c-f369e4630f03,Proposed Flex Spaces (office/storage) with associated parking lot/utility connections.,,
511,Metro 26 Storage,Development Order,South Fort Myers,Commercial,DOS2022-00155,80ec5107-4a93-4526-bc42-7b57328fdbc5,"The proposed construction of a 5 acre industrial park to include 5 buildings with associated landscaping, drainage, and utilities.",,
512,Diplomat House AKA Diplomat North RPD,Planning/Zoning,North Fort Myers,Mixed Use,DCI2023-00050,faa5d22b-adb2-4d0a-90bb-364e006d4ced,"Request to amend 35.18± acres of the Diplomat North RPD/CPD from the Z-11-002/ADD2019-00085 approvals to replace 238 dwelling units (or 138 dwelling units and 400 assisted living facility units) and 50,000 SF of commercial with a maximum height of 50 feet; to allow 360 multi-family dwelling units with amenities with a maximum height of 60 feet.",,
513,Freedom Plaza,Development Order,Iona/McGregor,Commercial,DOS2022-00159,832095e4-6237-4db8-86a0-13adde6252d1,"Proposed development of Mixed use office and retail site with associated landscaping, parking, storm water detention and utility infrastructure",,
514,OC Easy Storage,Complete,North Fort Myers,Commercial,DOS2022-00160,8d9e8841-2883-4d4f-a066-b581feb5a4ca,"Development Order for approx. 6.28AC of open storage and mini warehouse to include a conventional office building, mini warehouse, RV, boat, and trailer parking under canopies.",,
515,Gateway Sentosa Apartments,Development Order,Gateway/Airport,Residential,DOS2023-00103,1b5513f7-8b42-4d89-a891-6ed7415dd4b0,"Demolishing of current building and construction of five multi-story buildings, containing 256 multi-family units, parking and amenities and other associated infrastructure.",,
516,Penzance Square CPD,Development Order,South Fort Myers,Commercial,DCI2022-00050,c9f0a8be-375d-486e-8739-7b1c699821db,"Modify the schedule of uses and increase the allowable commercial square footage from 90,000 square feet to 185,000 square feet. The applicant wishes to retain the previously approved uses and added certain business services, contractor offices for a total of 85,000 square feet and a 105,000 square foot warehouse (mini, public and private). ",DOS2023-00036,
517,9281 College Pkwy,Development Order,South Fort Myers,Commercial,DOS2022-00161,9527b904-1782-4afc-86bf-fa726c910909,"To develop this vacant lot into a one-story 8,259 SF mixed-use plaza, with associated surface parking, landscaping, storm water conveyance and utility infrastructure.",,
518,ITEC Alico East Pickeball,Development Order,Gateway/Airport,Commercial,DOS2024-00083,10d38a49-7a82-47c8-a768-70a048c53038,"Proposed ± 20,275 SF Recreation Facility/Indoor building with associated parking lot and utility connections.",,
519,Miromar Lakes Tract D,Permitting,San Carlos,Mixed Use,DOS2021-00210,e03b03c0-98b1-42dc-a08b-e0dc86961532,"Approved for the single-phase construction of infrastructure to support site preparation for a future mixed-use planned development on a 23.2-acre site with direct access to Ben Hill Griffin Parkway, related site grading, and other improvements including constructing/installing with the required permits.",,
