OBJECTID,Project Name,Status,Area,Type,Record Number,GlobalID,Description 1,Description 2,Construction Value ($)
578,Palm Tree Plaza,Development Order,Lehigh Acres,Commercial,DOS2023-00029,3e70f704-1175-4a1b-9507-57ae1b5313ea,Removal of existing funeral home building and existing parking lot to redevelop with 9152-SF commercial retail center with paved parking and drive aisles.,,
579,The Heritage,Development Order,North Fort Myers,Residential,DOS2023-00033,5149a9b7-bdec-46f1-8162-949f0c0a082d,"The proposed project area encompasses a total of 83.66 acres and includes construction of 172 manufactured home sites, a future amenity center, modification of an existing master storm water pond/lake, associated storm water and utility infrastructure.",,
580,McDonald's on Alico,Complete,Gateway/Airport,Commercial,DOS2023-00034,28cae39d-8beb-48fd-8b9d-f84547b92d79,"Construction of a new 1 story 4,600 sf fast food restaurant with associated parking, drainage, required buffers, landscaping, etc at 16940 Vintage Commerce Blvd. ",,
581,Downtowner Express Car Wash,Development Order,San Carlos,Commercial,DOS2023-00043,c094fee2-4016-4fe3-9129-1957e326f4ba,"To develop this vacant parcel into a 5,047 SF automated car wash, with multiple pay lanes and vacuums, and associated landscaping, surface parking, storm water infrastructure, and utility infrastructure.",,
582,Alico Square,Construction,San Carlos,Commercial,DOS2023-00045,c6fb3e05-c2a2-488e-b392-b830fa5c8005,"These undeveloped properties are to be developed into a single 23,199 SF multi-use building (office & restaurant) with associated new utility services (Potable, sanitary, solid waste, electrical, etc.), parking, drainage, landscape, and lighting.",,
583,Sandy Key,Development Order,Iona/McGregor,Residential,DOS2023-00054,152ba9d4-d7b6-408e-9485-104ae06a8f3e,"To develop a 40-unit lots with single-family residential homes, with associated landscaping, storm water detention, and utility infrastructure.",,
584,New York Pizza & Pasta III,Permitting,South Fort Myers,Commercial,DOS2020-00112,27543113-aa86-4c3f-ba7e-29a9b5f76c31,"Approved for the single-phase construction of infrastructure to support a 13,103-SF two-story single-tenant commercial building for a high-turnover (sit-down) restaurant with 192-SF outdoor seating area use on a 1.38-acre site with direct access to Crystal Court and US 41, related site grading, and other improvements including constructing/installing with the required permits.", ,
585,Kaster Chiropractic,Development Order,South Fort Myers,Commercial,DOS2023-00061,83d43b89-dee1-4123-b2d3-504782f06e0f,"Proposed 4,221 SF medical office and associated infrastructure.",,
586,Ibis Landing,Construction,Lehigh Acres,Residential,DOS2006-00122,bf152605-2b69-456e-91fa-e6bf3aba2cf1,"Approved for a 244 lot subdivision for 186 sfr, 58 two-family attached, and 252 residential condominium units in 9 bldgs (6 bldgs @ 30 units/bldg, 3 bldgs @ 24 units/bldg), and 385 townhomes in 64 bldgs (4 bldgs @ 4 units/bldg, 15 bldgs @ 5 units/bldg, 21 bldgs @ 6 units/bldg, and 24 bldgs @ 7 units/bldg) with streets, utilities, a sewage pump station, 6 inch force main, stormwater drainage facilities, and related minor site improvements.",DOS2023-00161 Ibis Landing (Phase II),
587,Florida Freezer Cold Storage Expansion,Development Order,North Fort Myers,Industrial,DOS2021-00095,b0d0ed11-e284-4e6c-960a-0076306afdd2,"Proposed 46,865+/- building expansion, dumpster, generator pad and related infrastructure.",,
588,2555 Crystal Drive ,Development Order,Fort Myers,Industrial,DOS2023-00059,bdb80514-eeac-4c9f-bf32-837c13b30341,"Approved for the one-phase construction of infrastructure to support one maximum 16,242-SF one-story building for a general light industrial use on an approximate 2.62-acre site with direct access to Crystal Dr.",,
589,308 Evergreen Rd,Planning/Zoning,North Fort Myers,Commercial,REZ2023-00018,a9c456e4-8df2-4b03-9abc-9d9b44270b24,The applicant intends to rezone the ±3.50-acre property from RS-1 (Single-Family Residential) to C-1A (Commercial). ,,
590,Lee Road Industrial,Development Order,Gateway/Airport,Industrial,DOS2023-00070,6ad47c3e-aeac-4a76-8e17-1fca90f065b4,"Proposed +/-80,000 SF office/warehouse building with associated parking lots and utility connections",,
591,Synovus Bank,Development Order,Lehigh Acres,Commercial,DOS2023-00072,92aa328a-0eaa-449a-8a74-3409ed41a44d,"Proposed +/-2,500 SF financial institution with drive-thru, new parking, and stormwater structure",,
593,Bayshore Road Material Storage ,Development Order,Bayshore,Industrial,DOS2023-00066,0a9f8f05-f328-48c3-ab95-cbdc6babc6d7,"Open air construction of a 35' high steel beam supported flat metal roof structure to shield materials such as rock, gravel & sand.",,
594,Parker Commons,Development Order,Daniels Parkway,Commercial,DOS2023-00069,ac050bb0-bc46-43ac-af26-aea4e0d43ae2,"Approved for the single-phase construction of infrastructure to support two single-story commercial buildings for non-medical office use (Building #1, 7,458-SF and Building #3, 7,710-SF) and one 22,470-SF two-story commercial building for a medical office use [Building #2] on a 3.86-acre site with direct access to Parker Commons Boulevard.",,
595,Extra Space Storage,Planning/Zoning,South Fort Myers,Commercial,DCI2023-00022,6d7ad695-6462-46e3-b052-f7ee0d7ccd18,"This project proposes the construction of a 20,800 SF two (2) story building (mini-storage) warehouse behind current structure.",,
596,Nissan of Fort Myers Service Expansion,Development Order,Fort Myers,Commercial,DOS2024-00088,484e536d-fd2b-4b7b-aad0-1fc49c98aa6c,Construction of a new service building east of the existing Nissan Dealership. ,,
599,Dia Crossing MPD,Planning/Zoning,Fort Myers,Mixed Use,DCI2023-00020,7280f300-3a35-465f-ac10-a56f1b4c63e0,"Rezone of 61.38± acres from Commercial Planned Development (CPD) to Mixed Use Planned Development (MPD) to allow for up to 200,000 SF of commercial, hotel/motel with up to 150 rooms, and up to 350 dwelling Units.",,
601,Clive Daniel ,Complete,Iona/McGregor,Commercial,COM2023-01745,8afec43a-ace6-4da1-845c-d2e8152bd469,"Interior Remodel of 47,000 sq ft building",,
1601,Sprouts #654,Complete,Fort Myers,Commercial,COM2022-00377,6915a1cb-61fc-43c4-80aa-39af6727a80e,"Commercial Alteration to Primary Structure. Tenant Remodel for New 23,967 sq ft SuperMarket ",,
1602,Caliber Collision Phase I,Complete,North Fort Myers,Commercial,DOS2018-10072,5a01fb05-3ead-4773-ba8e-3cec858d74fa,"Two-lot platted subdivision. Phase I construction of infrastructure to support a 22,037-SF single-story single-tenant commercial building for an automobile collision repair use ",,
1604,Daniels Crossing Shopping Center Redevelopment,Development Order,Daniels Parkway,Commercial,DOS2023-00075,e5ccfb2b-042e-4dfd-954e-351a7fed16ff,"Redevelopment of existing shopping center to include demo and rebuild of existing Publix, associated infrastructure, and parking lot improvements.",,
1605,7-Eleven Store No. 42251,Development Order,Fort Myers,Commercial,DOS2023-00078,05d39f06-b996-4b39-9f8d-3b6038d8e27c,Proposed 7-Eleven and car wash 42251 at the southwest intersection of US 41 and Island Park Road in the existing Island Park Shopping Center.,,
1606,Carmax,Development Order,Gateway/Airport,Commercial,DOS2023-00081,b80725fe-6542-4884-b720-43f592d0b170,"Approved for the single-phase construction of infrastructure to support the construction of one-single story 4,900-SF building to be used as office space and a 101,170-SF open storage area for an Auction use on a 6.51-acre site with direct access to Grib Road and Alico Trade Center Road.",,
1607,NFM Truck Parking & Service Facility,Permitting,North Fort Myers,Commercial,DOS2023-00079,c0680e32-d232-4e25-b6a8-8c561fbd68ac,"Proposed construction of a truck parking facility with associated landscaping, drainage, utilities, and parking.",,
1608,Prestino at Miromar Lakes,Development Order,Gateway/Airport,Residential,DOS2023-00086,7628a1ea-b949-44e0-909e-92dc3c747597,Approved for a 23-lot platted subdivision and the single-phase construction of infrastructure to support 23 single-family detached dwelling units [Lots 1 to 23] on a 21.92-acre site with direct access to Lake Maggiore Way.,,
1610,BluWave Express Car Wash,Construction,Fort Myers Shores,Commercial,DOS2023-00175,3ef8a796-dd70-46b4-8cb2-ef00c3626ab6,"Approved for the single-phase construction of infrastructure to support a maximum 4,600-SF single-story commercial building for a single-tunnel automated automobile wash use on a 3.92-acre site with direct access to Palm Beach Boulevard.",,
1611,Three Oaks Marketplace - Lots 7 & 8,Complete,Gateway/Airport,Commercial,DOS2023-00092,b982a78c-ee64-4ac4-87b1-260e8a873b89,"Approved for the one-phase construction of infrastructure to support one maximum 6,500-SF one-story two-tenant commercial building for 4,200 SF of medical/dental office & 2,300 SF of coffee shop with drive-through lane and with 400-SF of outdoor seating area uses on an approximate 2.81-acre site with direct access to Alico Rd",,
1612,14230 Metropolis Avenue - Medical Center,Permitting,South Fort Myers,Commercial,DOS2023-00096,cc431da6-59bf-4699-8d5c-8069f52fad4e,"Approved for one-phase construction of infrastructure to support one maximum 11,187-SF two-story commercial building for a medical/dental office use on an approximate 0.64-acre site with direct access to Metro Pkwy",,
1613,Safe Shoot Gun Range,Development Order,Lehigh Acres,Commercial,DOS2023-00098,7cc11795-96d9-455e-9680-42163a7181d1,"Approved for the single-phase construction of infrastructure to support a 2,800-SF single-story retail building for a gun range (laser training only) on a 0.40-acre site with direct access to Meadow Road.",,
1614,Chilled Auto Air ,Development Order,Iona/McGregor,Commercial,DOS2023-00101,431813ee-83ff-4642-aaf6-3ff0d50ca494,"The proposed construction of a new one story 5,690 sq. ft. auto-service  building with eight service bays.",,
1615,11010 Stringfellow Road,Development Order,Pine Island,Mixed Use,DOS2023-00104,cbdf0614-1a6b-497c-a7f2-b96c767eda77,To subdivide the parcel and permit the infrastructure for commercial outparcels in the front and a mix of single-family and multi-family residential in the rear.,,
1616,Hermosa North Fort Myers ,Construction,North Fort Myers,Residential,DOS2023-00105,681329f7-d367-4f26-8be5-aa96dddef3ec,"Approved for the one-phase construction of infrastructure to support one four-story multi-family building with a maximum of 72 dwelling units, on an approximate 3.6-acre site with direct access to U.S. 41.",,
1617,Dirty Dogs Car Wash - Fort Myers ,Development Order,North Fort Myers,Commercial,DOS2023-00106,e32f893d-385e-48df-83af-0388223a147c,Proposed development of currently vacant site into a single- tunnel car wash development.,,
1618,MBP Fort Myers,Permitting,Gateway/Airport,Industrial,DOS2023-00108,6b02802d-bfbe-454a-aa04-968ba74c3f62,"Approved for the single-phase construction of infrastructure to support three warehouse buildings with a total of 183,325-SF [Building 100 – 70,165-SF, Building 200 – 59,163-SF and Building 300 – 53,997-SF] on a 12.67-acre site with direct access to Global Parkway.",,
1619,Lehigh Acres Lee Tran Park & Ride,Construction,Lehigh Acres,Other,DOS2022-00109,d337ae7e-72e2-4bcd-af69-ccc6dab783cc,Approved for the one-phase construction of infrastructure to support one maximum 750-SF one-story building for a transit park and ride use on an approximate 3.0-acre site with indirect access to Williams Ave.,,
1620,Saddle Road ,Development Order,Gateway/Airport,Industrial,DOS2024-00179,eadc0aa6-8356-42cc-9e32-4c0ac02b7898,"Approved for the single-phase construction of infrastructure to support five one-story buildings with a total combined GFA of all buildings of 160,920-SF (Building #100, 10,500-SF – 5 units; Building #200, 21,000-SF – 10 units; Building #300, 45,000-SF – 20 units; Building #400, 48,240-SF – 24 units; Building #500, 36,180-SF – 18 units) for a Specialty Trade Contractor use on an approximate 18.51 acre site with direct access to Saddle Road.",,
1622,Siesta V,Development Order,San Carlos,Residential,DOS2007-00008,027385b7-3480-434c-be32-bb8f82c1dca4,"Approved for the construction of infrastructure for a 37-lot single-family subdivision, to include; 4,100+/- linear feet of two-lane street, landscaping, water line, sewer force main, bridge, private docking facilities & access pier.",DOS2007-00008-A02,
1623,Floor & Decor Lee County ,Planning/Zoning,North Fort Myers,Commercial,DCI2023-00038,cd2b5c78-133c-4c82-abf5-857c03b1014f,"The proposed project aims to build an 75,149 sq. ft. Floor  & Decor retail facility with necessary parking, sidewalk and infrastructure.",DOS2023-00149,
1624,Alico Lakes,Complete,Gateway/Airport,Commercial,DOS2020-00042,aa9bd774-7d8f-47ef-9a13-96702770cb34,"Single-phase construction of infrastructure to support 8,000-SF single-story single-tenant [Building #1] and 7,925-SF multi-tenant [including 1,975-SF high-turnover sit-down restaurant with 800-SF unenclosed outdoor patio seating area; Building #2] commercial buildings for a retail shopping center use on a 2.55-acre site with direct access to Interstate Commerce Drive, related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, a solid waste dumpster enclosure, stormwater management infrastructure, a paved uncovered parking lot and driveway accesses, bicycle racks, sidewalk, outdoor lighting, a monument sign, landscaping, and related improvements in conformance with the approved plans. ",,
1625,Costco Gas Facility,Development Order,Gateway/Airport,Commercial,DCI2023-00031,15b1949b-a7e0-409a-8173-f2b0e7622e26,The request is for a Planned Development Amendment to relocate the existing Costco Wholesale gas facility from the current location at Gulf Coast Town Center to the vacant outparcel (“Property”)  southeast of the site pursuant to the permissible Automobile Service Station with gas pumps use. The relocated gas facility on the Property will include up to 30 gas pumps. Phase 1 is for 24 gas pumps with the ability for a Phase 2 to expand by an additional 6 gas pumps for a maximum of 30 gas pumps total on the Property.,DOS2023-00155,
1626,Donna J. Beasley Technical Academy Addition,Development Order,Lehigh Acres,Other,DOS2023-00112,f4e679c9-a5ae-4759-972a-f6a034a209aa,"Proposed 15,000 SF School addition for the Donna J. Beasley Academy and supporting infrastructure on a 4.10 Acre parcel, shared with an existing church.",,
1627,Heights Career Technical School ,Development Order,Iona/McGregor,Other,DOS2024-00119,d207e6a8-f463-46b3-b898-dfa00db49b7f,"An institutional development proposing a ±64,000 sq. ft. building to serve as a vocational school. The 4.88-acre site development includes he building, parking lot infrastructure, stormwater management system and supporting utilities. ",,
1628,Active Adult at Gulf Coast Health Park,Development Order,South Fort Myers,Other,DOS2023-00125,bf4cdfad-ae03-4dc7-becf-e3a199ab88aa,Development of 155 Adult Multi-Family Units and associated infrastructure. ,,
1629,17081 Tamiami Trail,Development Order,San Carlos,Commercial,DOS2023-00120,384befd6-01d0-49c9-b297-12466452fe64,"Construction of a 5,400 sq ft commercial building with associated parking, and infrastructure.",,
1630,16203-16209 San Carlos Blvd,Development Order,Iona/McGregor,Commercial,DOS2023-00121,18e13775-eae1-4d31-8ad4-c9d34894f748,"To redevelop this parcel into a retail plaza, with associated surface parking, landscaping, storm water detention, and utility infrastructure.",,
1631,7 Eleven Wildblue ,Development Order,Fort Myers,Commercial,DOS2023-00126,7101843e-12da-4877-9136-fb1eae8da615," 4,950 sf convenience store and carwash with associated parking, utilities and landscaping.",,
1632,Alico Lakes Self Storage,Planning/Zoning,Gateway/Airport,Commercial,DOS2024-00138,19fa9fbd-f6dc-481b-b550-c39c8964c08f,"Propose construction of 90,000 square feet of mini warehouse/self-storage to Tract I.",,
1633,Tool Alliance Building Addition,Construction,Lehigh Acres,Industrial,DOS2023-00113,83f513f2-fc61-4107-a0f2-e049f34ae5f7,"Additional 10,000 sf building expansion of industrial use with associated parking, drainage, lighting, access, solid waste and private sanitary improvements.",,
1634,Tires Plus,Complete,Lehigh Acres,Commercial,DOS2023-00114,10d31c8c-1d2f-4a7e-bbba-4bc4176acede,"Approved for the single-phase construction of infrastructure to support one maximum 6225-SF [8 service bays] one-story single-tenant commercial building for an automotive and tire store on a 0.88 acre site with direct access to Lee Blvd, and indirect access to Hanna Avenue and to 4th Street West.",,
1635,Simily Commercial Center,Development Order,Lehigh Acres,Commercial,DOS2023-00115,6b1dd21e-c03d-4c51-a048-ac4fc049a3fe,Proposed 3965 SF single story commercial office building development.,,
1636,Lee Boulevard Sales Office ,Development Order,Lehigh Acres,Commercial,DOS2023-00132,0bbc042b-a9ec-47c6-8923-4c9d33d2f87d,"Approved for the one-phase construction of infrastructure to support one maximum 1,928-SF one-story single-tenant commercial building for a commercial non-medical/-dental office .",,
1637,"Estero Plaza, LLC",Construction,San Carlos,Commercial,DOS2023-00134,b840b2f6-afc3-4062-8735-aa8779ee2146,Proposed development of two multi-use buildings including retail & restaurant.,,
1638,Waffle House Palm Beach,Complete,Fort Myers Shores,Commercial,DOS2017-00105,d62f77f3-a942-4663-933e-cd14a4bfeed0,"Approved for the single-phase construction of infrastructure to support a 1,635-SF single-story commercial building for use as a high-turnover sit-down restaurant with no outdoor seating area on a 0.53-acre site with direct access to Palm Beach Boulevard (SR 80)",,
1639,Take 5 oil change ,Development Order,Gateway/Airport,Commercial,DOS2025-00022,d1c0a9f1-a36d-4aca-b06e-67ed7dd954e3,"Proposed Construction of a new 1,430 sq.ft Take 5 Oil Change with 3 service bays and space for an office. The site is approximately 0.79 acres lot fronting Meadow Rd.",,
1641,Alva Trading Post CPD,Planning/Zoning,Northeast Lee County,Commercial,DCI2023-00034,5bb7f9e4-3564-448c-8f30-8b5231fc5403,"Rezone ± 1.92-acres from Agricultural (AG-2) + Commercial (C-1A) to Commercial Planned Development (CPD) to allow commercial, retail, and light industrial uses.","An existing 5,800 sf commercial building to be improved per building permit COM2023-02687",
1642,Southern Gulf Construction ,Planning/Zoning,North Fort Myers,Commercial,DCI2023-00035,fded5eaa-d49b-40f9-a37b-8312c2a985a3,Rezone 5+/- acres from AG-2 to CPD to allow a contractor's office with storage on property where a church building currently exists.,,
1643,Dante CPD,Planning/Zoning,Lehigh Acres,Commercial,DCI2023-00036,a4803f9c-0328-4859-955b-b2604162287f,"Request to rezone ±15.03 acres from Agricultural (AG-2) to Commercial Planned Development (CPD) to allow a maximum 90,000 square feet of commercial with a maximum height of 35 feet.",,
1644,Betmar Office/Storage Buildings,Development Order,North Fort Myers,Commercial,DOS2023-00131,784229a9-f8f9-401f-894b-3cee2b061518,"To develop a portion of this vacant parcel into a development consisting of four (4) 5,000 square foot office/warehouse buildings",,
1645,The Learning Experience ,Permitting,Estero,Commercial,DOS2022-00140,6cd1966a-29cf-42cd-b8d5-c86bb0e80b2d,"Approved for the single-phase construction of infrastructure to support a maximum 10,000-SF single-story commercial building for a day care center use on a 2.10-acre site with direct access to Estero Oaks Drive",,
1646,Boca Grande Health Clinic,Development Order,Boca Grande,Other,DOS2024-00093,9e82097e-f9b2-48e8-ae33-ba618f188d2e,"The proposed project consists of redevelopment of a 0.42-acre parcel in Lee County that will consist of demolishing an existing 3,561 square foot health clinic and building a new 11,200 square foot health clinic.",,
1647,Leeland Heights CPD,Planning/Zoning,Lehigh Acres,Commercial,DCI2023-00043,48a56950-b6cc-4d00-88b5-7b2bb45b6433,"Request to rezone 0.85 +/- acres from RS-1 to CPD  to allow for up to 7,400 square feet of neighborhood commercial uses.",,
1648,Linton Road RPD,Planning/Zoning,Iona/McGregor,Residential,DCI2023-00042,6672793c-89de-4d4c-8ffc-4488d19f8088,"Rezone to RPD to allow for seven single-family dwelling units, ten accessory wet slips, and other accessory  uses.",,
1649,Upper Captiva Carriage Club,Planning/Zoning,Pine Island,Commercial,DCI2023-00040,a8d141d0-0df8-4fa2-a990-89f5bc92c591,"Request to rezone a 3.69+/- acres located in Saint James City from Agriculture (AG-2) to Commercial Planned Development (CPD) for a 5,000 square foot commercial building, commercial marina long and short term parking, boat repair, and rental uses.",,
1650,Gunnery Road Commercial Building,Development Order,Lehigh Acres,Commercial,DOS2023-00150,8003629f-9a55-4f82-9273-6d4fdb739c5c,"Approved for the construction/installation of infrastructure to support a proposed commercial one-story, 7,560 sq ft warehouse/office building (LUC 150) on an overall 26,250 SF site. ",,
1651,SR80 Grocery Store,Construction,Fort Myers Shores,Commercial,DOS2020-00013,5afbaea6-c6fc-49bc-8570-c943cd465864,One-phase construction of infrastructure to support one 4428-SF one-story commercial building for use as a supermarket on a 0.48-acre site with direct access to Fairfax Dr.,,
1652,Bella Toscana,Development Order,Buckingham,Residential,DOS2023-00153,84c2b263-f200-4af3-90a2-b83dd3726e37,To develop this vacant parcel into a 17-lot single-family residential subdivision ,,
1653,LaQuinta by Wyndham,Development Order,Buckingham,Commercial,DOS2023-00158,a0a0bc77-d67c-4440-853b-baac22560e28,This proposed project is for development of a 83 unit hotel on an undeveloped 2.35 +/- acre site ,,
1654,Central Park Apartments,Development Order,South Fort Myers,Residential,DOS2023-00159,9273b1a2-0ea6-4486-b01d-66e5bdf3ec59,"Construction of 115 multi-family units in seven buildings, a 2,660-SF amenity center and",,
1655,Pepsi Facility,Complete,Gateway/Airport,Industrial,COM2023-00142,fcb58c2d-2e6f-4021-8d09-d13169bef6a8,"Approved for the five-phase construction [Phases 5-9] of infrastructure to support a total combined maximum 781,834-SF single-story commercial seven-building area for an industrial use [Building 5A: 170,620-SF; Building 5B: 171,186-SF; Building 6A: 92,431-SF; Building 6B: 126,950-SF; Building 7A: 93,287-SF; Building 7B: 92,052-SF; Building 8: 35,308-SF] and a total combined maximum 160,000-SF single-story commercial two-building area for a general non-dental/-medical office use [Building 9A/9B: 80,000-SF each] on a 53.3-acre site with direct access to Premiere Airport Pkwy and Premiere Park Drive","Building 5: New Pepsi warehouse facility will be 187,238-SF of industrial use on a 17.14 acre lot.",
1657,San Carlos Island-Ebtide,Planning/Zoning,Iona/McGregor,Mixed Use,DCI2009-00034,5837e510-e807-45ac-87b4-56391c9496f0,"Request to rezone 36.32± acres from Marine Industrial (IM), Marine Commercial (CM), Light Industrial (IL), Mobile Home Residential (MH-2) Mobile Home Planned Development (MHPD) and Agricultural (AG-2) to Mixed Use Planned Development (MPD) to allow the redevelopment of the site with a 450 unit hotel and related uses including a 75,000 SF convention center, 271 residential units, 10,000 SF of general and medical office, and 85,000 SF of commercial retail with a maximum building height of 230 feet. The existing marina will remain.",,
1658,12550 Metro Pkwy ,Development Order,Fort Myers,Industrial,DOS2023-00164,ef1b1dc4-6ae9-4aaf-b40d-76f5bc4e54b6,"To develop this vacant parcel into a 12,000 square food office/warehouse building, with associated surface parking,  landscaping, storm water detention, and utility infrastructure.",,
1660,The Toy Vault - Expansion ,Development Order,San Carlos,Industrial,DOS2023-00169,9c8c7bae-bf69-4b85-9c5a-d8cfdba559fb,"Phase II construction of 31,366 square foot Hybrid storage in four buildings as an expansion to the facility previously constructed under DOS2021-00129",,
1661,Home Front Heroes Minor CPD ,Planning/Zoning,North Fort Myers,Commercial,DCI2023-00047,6eab5be9-80e7-4705-b79b-de86bd435bf1,"Rezone 10.72± acres from RPD to minor CPD to allow a maximum of 50,000 square feet of commercial uses including up to four caretaker’s residence units with accessory multi-purpose outdoor recreation areas, existing boat ramps, and private multi-slip docking facility with maximum 10 slips. Maximum building height of 35 feet.",,
1662,J.J Taylor High Cotton ,Development Order,Fort Myers,Industrial,DOS2023-00174,54239d66-285d-446b-903d-f8e53fa6940b,"Construction of a gravel storage yard, stormwater management system, an office and supporting infrastructure.",,
1663,7 Brew - Fort Myers,Development Order,South Fort Myers,Commercial,DOS2023-00179,30955552-db71-431d-aa18-2a34b9099fbd,"Construction of a drive-thru coffee shop with a total building footprint of 1,000 +/- square feet and 2 drive-thru lanes.",,
1664,Wat Lao Dhammavano Temple,Development Order,North Fort Myers,Other,DOS2023-00181,15b3c813-6e85-4a87-aba2-5cfdd1475f18,"Proposed construction of a (3) phase development  of a 1,080 sf Temple building, a 4,800 sf meeting hall and a 1,153 sf Monastery.",,
1665,Public Storage,Planning/Zoning,Daniels Parkway,Commercial,DCI2024-00004,fa6a1222-1021-4120-bcc0-4585f1629fa8,Rezone from CPD to CPD to add storage and mini-warehouses. ,,
1666,Seminole Campground Expansion RVPD,Planning/Zoning,Bayshore,Commercial,DCI2023-00048,23e29551-3ac3-4dcb-86ce-2b4bafae31ee,Request to rezone 29.03± acres from Agricultural (AG-2) to Recreational Vehicle Planned Development (RVPD) to allow for up to 237 Recreational Vehicle pads with accessory and ancillary uses and structures.,,
1667,Ellison Fort Myers,Development Order,South Fort Myers,Residential,DOS2024-00101,e67ac880-5030-44d7-a795-c1fa75db44f0,"Redevelopment of Mobile Home Community to 376 multi-family units in 4 buildings, clubhouse, amenity area, maintenance building.",DOS2024-00101,
1668,Pelican Landing MPD ,Planning/Zoning,Estero,Mixed Use,DCI2023-00052,dddc5969-3e4d-4d28-8381-313a719c5367,"A request to rezone a 430+/- acre property from RPD and CPD/RPD to MPD to allow for 729 DU, 25,000 sq ft of Office Uses, 27 golf holes and 318 hotel rooms with supportive recreational amenities and infrastructure. The maximum building height is 290’. The site will connect to centralized water and sewer provided by Bonita Springs Utilities.",,
1669,Port Phoenix Safe Harbor Marinas,Planning/Zoning,North Fort Myers,Commercial,DCI2023-00054,bb9b5a43-c0a8-4c29-af6f-4be0f88f6ee9,"Proposed is a rezoning from CPD and IL to CPD (Commercial Planned Development) for the Safe Harbor Waterway Marina Property. The proposed rezoning will permit the construction of a new commercial marina with four new commercial building structures to include a retail/office/ships store structure, restaurant structure, 239 dry-slip boat barns, and a maintenance and member structure. In addition, 45 wet slips are proposed around the perimeter of the site. The site consists of surface parking, vehicular circulation, stormwater management, landscaping, and marine improvements.",,
1670,South Seas Island Resort MPD,Planning/Zoning,,Mixed Use,DCI2023-00051,3e8a2ced-8ae3-4ece-9934-762b255178c9,"Rezone the 120.5+/-acre subject property from “RM-2, TFC-2, & CM with guiding PUD concept plan” to a Mixed Use Planned Development (MPD) to allow for a maximum of 272 multi-family dwelling units vested per ADD2002-00098 and 435 hotel/motel rooms with accessory uses and structures. The maximum building height is 45 feet measured per LDC Section 34-2171. The site connects to centralized water from Island Water Association and wastewater utilities provided by FGUA.",,
1671,McNeil Village ,Construction,North Fort Myers,Residential,DOS2018-10070,d8cfe664-71c4-4422-9560-b384543e4c16,"Approved for a 36-lot platted subdivision and the single-phase construction of infrastructure to support 36 single-family dwelling units on a 10.54-acre site with direct access to McNeil Road, related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, a sanitary sewer lift station, stormwater management infrastructure, a paved internal roadway [UNNAMED], traffic signing and pavement markings, sidewalk, landscaping, and related improvements in conformance with the approved plans.",,
1672,Sherwin Williams East Gate Square,Permitting,Fort Myers Shores,Commercial,DOS2024-00002,a9fedf6f-6d87-40b4-ac4d-5fb7878d2954,"Sherwin Williams East Gate Square proposes the site development of a 4,000 GSF single-story retain building with associated infrastructure.",,
1673,712 Adams CPD,Planning/Zoning,Lehigh Acres,Commercial,DCI2024-00001,f26b0883-b0c8-4ee9-b369-7437c6bb668a,"Request to rezone 0.5± acres from Residential Single-Family (RS-1) to Commercial Planned Development (CPD) to allow a maximum of 4,100 square feet of office and warehouse use.",,
1675,SR 31 Caloosahatchee Ridge RPD ,Planning/Zoning,Fort Myers Shores,Residential,DCI2024-00006,66816f8f-b3d0-4850-9ebf-7f092d958eb3,"Request to rezone 102.15± acres from Agricultural (AG-2) to allow a maximum of 544 two-family, multi-family and/or townhouse residential dwelling units.",,
1676,Bonita Beach Rd CPD,Planning/Zoning,Southeast Lee County,Commercial,DCI2024-00007,8a83083b-532a-4ca8-9585-2f4a6ef78d0d,"Request to rezone a 12.1± acres property from Agricultural (AG-2) to Commercial Planned Development (CPD) to allow 60,000 square feet of commercial uses, with a maximum building height of 75 feet",,
1677,Iona Ranch ,Planning/Zoning,Iona/McGregor,Other,DCI2024-00008,679f5c7b-1b1e-45fc-a084-7f4de36a743e,Rezone property from mobile home and recreational vehicle districts to the RVPD district to allow for redevelopment of the property with a reduced density of 120 sites from the 157 sites on the property prior to Hurricane Ian.,,
1678,Nallu's Place,Development Order,South Fort Myers,Residential,DOS2024-00003,397d52af-a3a0-4807-b973-59d37acf96e0,"Proposes to develop the parcel into a 13-lot subdivision with an internal  roadway network,  storm water detention (roadside swales), utility infrastructure, and landscaping (roadway buffer).",,
1679,ODFL Fort Myers Treeline ,Development Order,Gateway/Airport,Commercial,DOS2024-00017,448756a4-5733-4fb0-bb8f-5e1caf35a83f,"This project proposes to construct a new motor freight / trucking terminal on 13.08 acres of undeveloped land. Improvements include an approximately 21,550 sf building, employee and truck parking areas, and two new driveway connections. The design will also account for future expansion of the building from approximately 43 doors to 53 doors as well as future trailer parking expansion as shown in the proposed site plan.",,
1680,Hermosa Two North Fort Myers ,Development Order,North Fort Myers,Residential,DOS2024-00013,7f85b612-2e5b-41c9-ad7c-4d39037643d4,"Approved for the one-phase construction of infrastructure to support one four-story multi-family building with a maximum of 88 dwelling units, on an approximate 4.0-acre site with direct access to U.S. 41.",,
